,Titles,Links,Author,Content
348,My Boss Spread COVID-19 Intentionally ,https://connect.mayoclinic.org/discussion/my-boss-spread-covid-19-intentionally/,blueraven @blueraven,"My very stubborn boss in his late 60’s developed all of the symptoms of Covid and did nothing about it. He refused to wear a mask and refused to get tested but instead hoped it would run its course. His business is in a major financial bind and he refuses to close, even if forced to do so. I started showing symptoms 8 days later so I immediately got tested and stayed home until my results surface. They were positive. We work very closely together in a high-volume customer walk in type business. My concern is, he gave me the virus, several of our employees and not to mention the hundreds of customers that we come in contact everyday. I wear my mask religiously and wash my hands constantly. What am I to do with a stubborn, negligent man such as this? Shall I call the health department? After I recovered from Covid I was ready to return to work. He then tells me he doesn’t need me right now because he can’t afford to pay me because he’s in such debt and business is slow. There are a lot of wrongs here and I feel like I need to make them right. This is the type of man who breaks all the rules, has no respect or consideration for anyone but himself. I need to do something. He may have recovered from the virus but the fact that he subjected so many to it including myself is something I can’t forget nor forgive."
349,Booster - have you had one and what were side effects,https://connect.mayoclinic.org/discussion/booster-have-you-had-one-and-what-were-side-effects/,Laurie @roch," Lot of news about boosters, if and when should get.   I do not want to get into politics, just wondering for those who have had, what are your side effects? "
350,Anyone else experience Pulmonary Hypertension from COVID infection?,https://connect.mayoclinic.org/discussion/pulmonary-hypertension-3/,pitbulover @pitbulover,"I received my 1st vaccination the end of December 2020. 10 days later I tested positive for COVID-19. (I am a healthcare worker) I had a high temp for 3 days and bronchitis type symptoms but felt I was lucky my symptoms were not too bad. I got the 2nd vaccination the end of January 2021. Lingering effects extreme fatigue, shortness of air, heart palpitations. I had an ECHO which shows a new finding of Pulmonary Hypertension. (This is new from last year). I subsequently had a right heart cath that confirms PH. The next recommendation is to see a pulmonologist. I feel almost certain this is from the initial infection. Has anyone else experienced this?"
351,Post covid19 persistente ,https://connect.mayoclinic.org/discussion/post-covid19-persistente/,luisa22 @luisa22,"Hola tengo un año tres meses y 20 días desde que di positivo al covid19. Mi condición siempre a sido la misma, no hay ni un día que yo pueda decir que me siento bien. Estoy con cuatro médicos me e realizado toda la cantidad de exámenes para conseguir algún diagnóstico que documenté lo que tengo. Todo los resultados salen bien pero yo me siento muy mal y cuando me esfuerzo es peor. Los médicos no tienen respuestas a mis preguntas, sólo que ellos se encuentran como yo. Mi grado de frustración está cada día en aumento, tenía un long desability en mi trabajo hasta el 2022, me pagaban el 60% de mi sueldo y hace una semana mi empleador me escribió que ya. No pueden seguir con mi long desability que yo estoy protegida por la ley Ada pero yo no puedo regresar al trabajo con ninguna acomodación yo me veo muy bien pero mis actividades de la vida diaria se ven afectadas ya no puedo ser como era antes e aprendido a vivir con esto conociendo mis limitaciones no puedo hacer dos actividades al mismo tiempo pensar hablar caminar manejar me agotan, todo lo hago con periodos prolongados de reposo es muy malo estar así y más cuando no sabes qué hacer y no tienes respuestas. Yo no pedí estar así pienso que ay patologías que no se pueden avalar simplemente están y no se pueden respaldar con un examen de sangre o un Rx. Cada paciente debe ser un solo enter y más cuando es una afección por pandemia, yo me siento desprotegida"
352,Increased fatigue after eating,https://connect.mayoclinic.org/discussion/increased-fatigue-after-eating/,Laura Dropps @ldropps,"It's like everyday is a holiday where I stuff myself and just want to take a nap, only it isn't. I eat a small or normal size meal and I just want to nap. If I need to be focused I won't eat but that's not good either. Anyone else have this?"
353,CPET with right catheter bizarre results,https://connect.mayoclinic.org/discussion/cpet-with-right-catheter-bizarre-results/,rihw17 @rihw17,"Hello,
New to the forum.  Here is a quick overview of where we are:"
354,Recovering from post-COVID: Seeing improvement,https://connect.mayoclinic.org/discussion/seeing-improvement/,Laura Dropps @ldropps,"Today may just be a fluke, but I think I'm seeing real improvement. I took a shower today and didn't feel completely wiped afterwards. In fact, I was happy to take it. Usually I dread them because it takes so much out of me. I haven't felt like this since before I had Covid in November of 2020. I've been having physical therapy twice a week and biking five minutes a day plus doing physical therapy exercises at home. I hope this feeling continues."
355,Recovery-does altitude make a difference?,https://connect.mayoclinic.org/discussion/recovery-does-altitude-make-a-difference/,mark58 @mark58,I am 2 weeks post discharge from a 6 day Covid stay with pneumonia and remdisivere(sp) treatment. 
356,Husband with Long Covid and now pneumonia with ICU admit,https://connect.mayoclinic.org/discussion/long-covid-and-now-pneumonia-with-icu-admit/,brandidlt @brandidlt,"My husband has been ""Long hauling"", had covid beginning of Aug, long recovery.  To ER (very small rural hospital) on 9/19 after new fever and coughing up blood.  He is now on BIPAP in ICU, bilateral pneumonia and right side heart enlargement, currently waiting for a bed in a higher acuity ICU to open up somewhere.  Covid negative at this point, but no improvement with hospitalization. Anyone else have any similar experience like this?  Treatments that were successful?  RN here that is going crazy since visiting hours are only for 2 hours per day!"
357,I had COVID: Wonder how many of us will die?,https://connect.mayoclinic.org/discussion/wonder-how-many-of-us-will-die/,mandy680 @mandy680,"After spending a year with no idea I had Covid in and out of the hospital admitted at one point for my heart then actually getting the vaccine and two days later (not blaming the vaccine) but who knows when we don't get tested for anything how we will react to anything. Tested positive with the swab but the three blood test they did for antibodies came back negative even though what we have 7 variants out now. Now after heart and on top of heart problems I feel dizzy and the pressure in my head and spine is almost unbearable. When will we be taken seriously I sure have not been, I have spent more time in the er than I would like to admit I am starting to feel insane I can't live like this I just want my body back or even just hope that I won't just drop dead from something caused by COVID, you know how many people will not be counted as COVID victims??? A lot because its causing problem's after its gone so there will be lots of young poeple or even older people dropping dead because of strokes, heart t attacks and other stuff. I can't live like this is there any help???? "
358,Anxious about Walking with post-COVID,https://connect.mayoclinic.org/discussion/anxious-about-walking/,Laura Dropps @ldropps,"I'm basically wondering if other people feel like I do. The Post Covid Syndrome classes through the Mayo told us that walking was one of the best exercises for us. I do not have a treadmill so I'd be walking outside. This gives me so much anxiety. I'm worried about going too far and not being able to get back home. I know it sounds silly. I am able to go to the store and shop with no anxiety, but the thought of walking to exercise fills me with worry. It's so bad that I bought a trainer for my bike so I can exercise without going outside. I worry about this becoming a general fear of leaving the house. Do others feel like this or does anyone have any advice?"
